Time	-Fx	-Fy	-Fz	Fres	-	-	-	Marker
4.031	00096.49	00092.67	00152.47	00202.84	-	-	-	0
4.037	00097.67	00096.65	00156.54	00208.30	-	-	-	0
4.042	00098.78	00099.90	00163.09	00215.26	-	-	-	0
4.045	00100.79	00103.21	00171.37	00224.01	-	-	-	0
4.048	00102.25	00106.65	00180.79	00233.48	-	-	-	0
4.051	00102.75	00109.00	00192.04	00243.55	-	-	-	0
4.053	00103.36	00110.51	00204.47	00254.37	-	-	-	0
4.056	00105.29	00111.42	00217.23	00265.87	-	-	-	0
4.059	00108.46	00111.96	00230.65	00278.38	-	-	-	0
4.062	00112.92	00112.36	00244.98	00292.21	-	-	-	0
4.068	00118.64	00112.73	00260.36	00307.52	-	-	-	0
4.070	00124.88	00114.04	00276.21	00323.87	-	-	-	0
4.076	00131.20	00115.35	00293.14	00341.25	-	-	-	0
4.082	00137.83	00116.37	00310.80	00359.35	-	-	-	0
4.087	00145.85	00117.53	00329.62	00379.12	-	-	-	0
4.090	00154.23	00118.55	00349.61	00400.08	-	-	-	0
4.093	00163.10	00119.64	00370.70	00422.30	-	-	-	0
4.096	00171.68	00121.80	00391.98	00444.93	-	-	-	0
4.099	00179.79	00123.99	00413.94	00468.02	-	-	-	0
4.105	00187.79	00126.36	00436.76	00491.92	-	-	-	0
4.108	00196.03	00129.17	00460.41	00516.80	-	-	-	0
4.110	00204.13	00131.28	00485.42	00542.71	-	-	-	0
4.116	00212.87	00131.66	00511.82	00569.75	-	-	-	0
4.128	00221.24	00131.93	00538.25	00596.72	-	-	-	0
4.133	00228.63	00132.09	00564.54	00623.24	-	-	-	0
4.136	00234.86	00131.40	00591.06	00649.44	-	-	-	0
4.142	00240.24	00130.27	00618.06	00675.78	-	-	-	0
4.145	00246.37	00128.89	00645.17	00702.53	-	-	-	0
4.148	00253.37	00127.46	00672.65	00730.00	-	-	-	0
4.150	00261.47	00126.16	00700.79	00758.55	-	-	-	0
4.153	00271.23	00125.40	00731.05	00789.77	-	-	-	0
4.156	00282.09	00126.13	00762.91	00823.11	-	-	-	0
4.159	00294.02	00127.29	00798.20	00860.10	-	-	-	0
4.168	00305.73	00129.11	00837.25	00900.63	-	-	-	0
4.171	00317.12	00131.53	00878.72	00943.40	-	-	-	0
4.173	00328.50	00133.72	00923.98	00989.71	-	-	-	0
4.176	00339.42	00135.41	00971.71	01038.15	-	-	-	0
4.179	00350.18	00135.98	01023.50	01090.26	-	-	-	0
4.182	00360.35	00136.94	01079.11	01145.90	-	-	-	0
4.188	00369.55	00139.06	01137.70	01204.27	-	-	-	0
4.194	00378.07	00142.28	01199.14	01265.35	-	-	-	0
4.197	00385.73	00147.07	01262.93	01328.68	-	-	-	0
4.203	00393.42	00154.05	01328.05	01393.64	-	-	-	0
4.215	00402.57	00163.15	01394.82	01460.89	-	-	-	0
4.218	00412.04	00173.98	01461.42	01528.33	-	-	-	0
4.224	00421.59	00186.10	01527.44	01595.44	-	-	-	0
4.227	00432.89	00199.39	01593.09	01662.85	-	-	-	0
4.230	00445.48	00214.43	01656.76	01728.96	-	-	-	0
4.233	00460.03	00230.83	01718.09	01793.53	-	-	-	0
4.236	00476.05	00248.13	01776.89	01856.21	-	-	-	0
4.242	00493.70	00265.05	01833.23	01916.96	-	-	-	0
4.245	00513.00	00281.45	01887.60	01976.21	-	-	-	0
4.248	00532.67	00297.95	01938.82	02032.62	-	-	-	0
4.251	00552.85	00314.41	01987.70	02086.97	-	-	-	0
4.254	00572.83	00330.59	02033.17	02138.04	-	-	-	0
4.257	00591.69	00345.17	02075.42	02185.55	-	-	-	0
4.263	00609.33	00358.10	02114.34	02229.34	-	-	-	0
4.272	00625.95	00370.46	02148.69	02268.46	-	-	-	0
4.278	00641.32	00382.04	02178.55	02302.90	-	-	-	0
4.284	00656.57	00392.84	02203.93	02332.96	-	-	-	0
4.287	00671.23	00402.93	02225.16	02358.86	-	-	-	0
4.291	00685.98	00412.51	02242.41	02380.99	-	-	-	0
4.293	00699.80	00420.13	02256.09	02399.20	-	-	-	0
4.297	00712.62	00424.97	02266.24	02413.36	-	-	-	0
4.303	00724.23	00427.22	02272.83	02423.38	-	-	-	0
4.306	00735.06	00428.10	02274.79	02428.63	-	-	-	0
4.309	00744.24	00426.23	02272.79	02429.23	-	-	-	0
4.315	00751.81	00421.89	02267.67	02426.01	-	-	-	0
4.321	00758.77	00416.31	02259.01	02419.12	-	-	-	0
4.324	00764.81	00409.59	02247.29	02408.94	-	-	-	0
4.327	00769.08	00401.08	02233.27	02395.80	-	-	-	0
4.330	00771.98	00390.94	02217.89	02380.72	-	-	-	0
4.333	00774.21	00380.29	02200.75	02363.75	-	-	-	0
4.336	00776.22	00369.89	02180.91	02344.29	-	-	-	0
4.339	00777.94	00359.45	02158.66	02322.54	-	-	-	0
4.345	00779.32	00348.68	02134.24	02298.67	-	-	-	0
4.348	00780.57	00337.60	02108.72	02273.75	-	-	-	0
4.354	00780.86	00326.98	02081.32	02246.90	-	-	-	0
4.356	00780.43	00316.52	02052.41	02218.47	-	-	-	0
4.365	00780.64	00306.35	02022.86	02189.80	-	-	-	0
4.371	00781.61	00296.40	01993.00	02161.21	-	-	-	0
4.374	00782.19	00286.39	01962.95	02132.37	-	-	-	0
4.380	00780.87	00276.03	01932.28	02102.30	-	-	-	0
4.383	00776.89	00265.24	01900.96	02070.65	-	-	-	0
4.389	00770.82	00254.05	01869.52	02038.09	-	-	-	0
4.392	00762.98	00242.78	01838.79	02005.55	-	-	-	0
4.398	00753.77	00231.46	01808.96	01973.34	-	-	-	0
4.406	00743.33	00220.20	01779.51	01941.05	-	-	-	0
4.412	00732.24	00209.87	01749.79	01908.40	-	-	-	0
4.415	00719.55	00200.18	01719.94	01875.10	-	-	-	0
4.418	00706.75	00191.28	01689.93	01841.72	-	-	-	0
4.421	00693.92	00183.12	01660.32	01808.79	-	-	-	0
4.424	00681.26	00175.66	01631.54	01776.76	-	-	-	0
4.427	00670.06	00168.86	01603.60	01746.15	-	-	-	0
4.432	00659.47	00161.45	01577.30	01717.22	-	-	-	0
4.438	00649.30	00153.27	01551.96	01689.27	-	-	-	0
4.441	00638.50	00144.72	01528.07	01662.42	-	-	-	0
4.444	00626.58	00135.86	01504.90	01635.78	-	-	-	0
4.450	00614.59	00125.79	01483.54	01610.72	-	-	-	0
4.453	00602.75	00114.96	01464.88	01588.20	-	-	-	0
4.456	00591.50	00104.04	01447.95	01567.56	-	-	-	0
4.461	00580.85	00092.94	01432.98	01549.02	-	-	-	0
4.464	00569.32	00081.47	01419.60	01531.67	-	-	-	0
4.473	00557.03	00069.63	01408.11	01515.88	-	-	-	0
4.482	00543.22	00058.18	01397.87	01500.83	-	-	-	0
4.485	00529.15	00047.34	01389.12	01487.25	-	-	-	0
4.488	00515.95	00037.34	01382.15	01475.78	-	-	-	0
4.493	00504.90	00028.34	01377.68	01467.56	-	-	-	0
4.496	00495.79	00019.08	01375.42	01462.17	-	-	-	0
4.499	00488.14	00009.53	01375.32	01459.41	-	-	-	0
4.502	00482.78	-00000.39	01377.08	01459.25	-	-	-	0
4.511	00479.18	-00010.75	01380.81	01461.63	-	-	-	0
4.519	00476.00	-00020.54	01385.52	01465.15	-	-	-	0
4.523	00473.60	-00029.21	01390.77	01469.48	-	-	-	0
4.531	00471.95	-00036.89	01396.20	01474.27	-	-	-	0
4.534	00471.44	-00042.99	01401.39	01479.18	-	-	-	0
4.540	00470.35	-00048.03	01405.88	01483.25	-	-	-	0
4.543	00468.33	-00051.35	01409.66	01486.31	-	-	-	0
4.546	00466.32	-00052.60	01411.94	01487.88	-	-	-	0
4.549	00464.28	-00052.00	01413.07	01488.30	-	-	-	0
4.552	00461.75	-00050.71	01414.25	01488.59	-	-	-	0
4.557	00457.39	-00049.37	01415.30	01488.19	-	-	-	0
4.563	00452.84	-00047.74	01416.98	01488.34	-	-	-	0
4.569	00448.12	-00045.77	01419.21	01488.98	-	-	-	0
4.572	00444.55	-00043.13	01422.03	01490.53	-	-	-	0
4.575	00442.50	-00040.61	01425.18	01492.85	-	-	-	0
4.578	00441.48	-00038.07	01428.38	01495.54	-	-	-	0
4.581	00441.49	-00035.45	01431.59	01498.54	-	-	-	0
4.584	00441.46	-00033.90	01434.97	01501.73	-	-	-	0
4.587	00441.92	-00033.06	01439.44	01506.11	-	-	-	0
4.590	00441.80	-00031.85	01443.69	01510.11	-	-	-	0
4.596	00440.36	-00031.64	01447.89	01513.71	-	-	-	0
4.599	00438.43	-00033.06	01452.34	01517.44	-	-	-	0
4.601	00435.97	-00035.82	01456.70	01520.96	-	-	-	0
4.607	00434.22	-00039.86	01460.49	01524.19	-	-	-	0
4.613	00433.80	-00044.19	01463.04	01526.64	-	-	-	0
4.616	00433.84	-00048.23	01463.32	01527.04	-	-	-	0
4.619	00434.34	-00052.28	01461.45	01525.52	-	-	-	0
4.622	00436.92	-00056.30	01458.14	01523.23	-	-	-	0
4.628	00441.19	-00059.61	01453.23	01519.89	-	-	-	0
4.634	00446.48	-00061.73	01445.87	01514.50	-	-	-	0
4.637	00453.43	-00062.81	01437.23	01508.36	-	-	-	0
4.640	00460.97	-00062.98	01427.35	01501.27	-	-	-	0
4.642	00467.96	-00062.67	01416.51	01493.12	-	-	-	0
4.645	00474.84	-00061.65	01404.38	01483.77	-	-	-	0
4.648	00480.98	-00060.02	01391.41	01473.42	-	-	-	0
4.654	00485.43	-00058.07	01377.78	01461.95	-	-	-	0
4.657	00487.19	-00055.98	01362.72	01448.27	-	-	-	0
4.663	00486.94	-00053.92	01346.27	01432.64	-	-	-	0
4.666	00484.77	-00052.29	01327.62	01414.33	-	-	-	0
4.671	00481.30	-00051.06	01306.97	01393.70	-	-	-	0
4.677	00476.35	-00049.67	01283.83	01370.25	-	-	-	0
4.683	00471.01	-00047.98	01259.61	01345.65	-	-	-	0
4.686	00464.65	-00046.30	01235.17	01320.49	-	-	-	0
4.689	00456.63	-00043.62	01209.65	01293.70	-	-	-	0
4.692	00449.05	-00039.79	01183.98	01266.90	-	-	-	0
4.698	00441.45	-00034.96	01157.17	01239.00	-	-	-	0
4.703	00434.12	-00029.15	01129.48	01210.39	-	-	-	0
4.706	00426.41	-00023.53	01101.61	01181.49	-	-	-	0
4.709	00418.59	-00017.91	01073.69	01152.54	-	-	-	0
4.712	00410.22	-00013.25	01046.19	01123.82	-	-	-	0
4.720	00401.56	-00009.25	01019.27	01095.56	-	-	-	0
4.726	00392.15	-00005.74	00993.63	01068.23	-	-	-	0
4.729	00383.09	-00003.73	00970.08	01042.99	-	-	-	0
4.735	00374.45	-00002.96	00947.68	01018.98	-	-	-	0
4.738	00365.53	-00002.25	00925.70	00995.26	-	-	-	0
4.741	00356.49	-00001.46	00904.29	00972.02	-	-	-	0
4.746	00346.86	-00001.67	00884.02	00949.64	-	-	-	0
4.749	00336.88	-00002.66	00865.08	00928.37	-	-	-	0
4.752	00327.89	-00004.23	00847.01	00908.27	-	-	-	0
4.755	00319.93	-00006.31	00829.82	00889.38	-	-	-	0
4.758	00313.39	-00008.49	00814.59	00872.84	-	-	-	0
4.766	00306.77	-00011.15	00800.84	00857.66	-	-	-	0
4.772	00299.85	-00014.44	00787.56	00842.84	-	-	-	0
4.778	00293.14	-00018.74	00775.06	00828.86	-	-	-	0
4.781	00285.98	-00023.15	00762.59	00814.77	-	-	-	0
4.784	00278.47	-00027.56	00750.22	00800.71	-	-	-	0
4.786	00270.67	-00032.02	00737.97	00786.70	-	-	-	0
4.789	00262.68	-00036.52	00725.94	00772.87	-	-	-	0
4.795	00255.20	-00042.00	00713.79	00759.20	-	-	-	0
4.798	00248.09	-00047.26	00702.07	00746.12	-	-	-	0
4.804	00240.92	-00052.40	00689.28	00732.05	-	-	-	0
4.806	00235.26	-00057.29	00676.37	00718.41	-	-	-	0
4.809	00231.88	-00060.96	00662.90	00704.93	-	-	-	0
4.818	00229.42	-00064.01	00649.58	00691.87	-	-	-	0
4.821	00227.95	-00066.59	00636.51	00679.37	-	-	-	0
4.826	00227.55	-00068.75	00623.77	00667.53	-	-	-	0
4.832	00226.83	-00070.64	00610.81	00655.38	-	-	-	0
4.835	00224.58	-00072.72	00597.40	00642.35	-	-	-	0
4.846	00221.31	-00075.14	00583.83	00628.87	-	-	-	0
4.849	00218.13	-00077.39	00569.66	00614.88	-	-	-	0
4.852	00213.70	-00080.17	00554.73	00599.85	-	-	-	0
4.855	00208.80	-00083.31	00540.70	00585.58	-	-	-	0
4.858	00202.71	-00086.02	00526.69	00570.87	-	-	-	0
4.861	00195.62	-00088.43	00512.98	00556.09	-	-	-	0
4.866	00187.75	-00090.82	00499.75	00541.52	-	-	-	0
4.869	00178.62	-00092.68	00486.33	00526.32	-	-	-	0
4.875	00168.39	-00094.28	00473.03	00510.88	-	-	-	0
4.878	00157.64	-00095.30	00459.17	00494.74	-	-	-	0
4.880	00147.12	-00095.99	00444.62	00478.07	-	-	-	0
4.889	00137.42	-00096.36	00431.05	00462.57	-	-	-	0
4.892	00127.92	-00095.35	00418.75	00448.11	-	-	-	0
4.895	00118.88	-00092.50	00406.42	00433.43	-	-	-	0
4.898	00110.03	-00088.09	00394.17	00418.62	-	-	-	0
4.906	00101.65	-00083.53	00382.00	00404.02	-	-	-	0
4.912	00094.55	-00079.08	00369.68	00389.69	-	-	-	0
4.917	00088.50	-00074.86	00357.43	00375.76	-	-	-	0
4.926	00083.06	-00071.87	00347.17	00364.13	-	-	-	0
4.929	00078.24	-00069.20	00337.22	00353.03	-	-	-	0
4.934	00074.51	-00067.65	00327.61	00342.72	-	-	-	0
4.937	00070.60	-00066.14	00317.21	00331.63	-	-	-	0
4.940	00067.74	-00064.84	00305.61	00319.67	-	-	-	0
4.946	00065.66	-00063.85	00293.15	00307.12	-	-	-	0
4.948	00064.32	-00063.35	00280.24	00294.43	-	-	-	0
4.951	00064.14	-00063.12	00268.27	00282.96	-	-	-	0
4.954	00063.92	-00063.60	00257.88	00273.19	-	-	-	0
4.963	00064.09	-00064.03	00247.38	00263.44	-	-	-	0
4.966	00064.55	-00065.60	00238.72	00255.84	-	-	-	0
4.974	00065.94	-00067.17	00231.43	00249.84	-	-	-	0
4.977	00067.34	-00068.33	00224.74	00244.36	-	-	-	0
4.980	00068.76	-00069.31	00218.74	00239.54	-	-	-	0
4.983	00070.34	-00070.36	00213.54	00235.58	-	-	-	0
4.985	00072.10	-00071.59	00209.26	00232.62	-	-	-	0
4.991	00074.07	-00073.24	00206.04	00230.87	-	-	-	0
4.994	00076.73	-00074.60	00202.64	00229.16	-	-	-	0
4.999	00079.47	-00075.03	00198.57	00226.66	-	-	-	0
5.008	00082.35	-00074.77	00194.51	00224.07	-	-	-	0
